[14:57:49.351] [main/INFO] [Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.neoForgeVersion, 21.1.233, --fml.fmlVersion, 4.0.42, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, nogui] 
[14:57:49.365] [main/INFO] [Launcher/MODLAUNCHER]: JVM identified as Eclipse Adoptium OpenJDK 64-Bit Server VM 21.0.11+10-LTS 
[14:57:49.372] [main/INFO] [Launcher/MODLAUNCHER]: ModLauncher 11.0.5+main.901c6ea8 starting: java version 21.0.11 by Eclipse Adoptium; OS Windows 11 arch amd64 version 10.0 
[14:57:50.772] [main/INFO] [loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver 
[14:57:51.026] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.7 Source=union:/C:/Users/Windows/Documents/Codex/2026-07-10/goa/tmp/vvh-server-work-final4-20260808/server/libraries/net/fabricmc/sponge-mixin/0.15.2+mixin.0.8.7/sponge-mixin-0.15.2+mixin.0.8.7.jar%2373!/ Service=ModLauncher Env=SERVER 
[14:57:51.705] [main/INFO] [loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "server-1.21.1-20240808.144430-srg.jar" [locator: production server provider +net.neoforged:neoforge:21.1.233:server] 
[14:57:51.760] [main/INFO] [loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "neoforge-21.1.233-universal.jar" [locator: PathBasedLocator[name=neoforge, paths=[libraries\net\neoforged\neoforge\21.1.233\neoforge-21.1.233-universal.jar]], reader: mod manifest] 
[14:57:51.769] [main/INFO] [loading.moddiscovery.ModDiscoverer/SCAN]: Found library file "~nonexistent" [locator: org.sinytra.connector.locator.ConnectorEarlyLocatorBootstrap@4bf3798b] 
[14:57:51.802] [main/INFO] [loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "accessories-neoforge-1.1.0-beta.53+1.21.1.jar" [locator: {mods folder locator at C:\Users\Windows\Documents\Codex\2026-07-10\goa\tmp\vvh-server-work-final4-20260808\server\mods}, reader: mod manifest] 
[14:58:22.103] [main/WARN] [mixin/]: Reference map '' for accessories-common.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.108] [main/WARN] [mixin/]: Reference map '' for accessories-forge.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.112] [main/WARN] [mixin/]: Reference map 'jadeaddons.refmap.json' for jadeaddons.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.121] [main/WARN] [mixin/]: Reference map 'irons_lib.refmap.json' for irons_lib.mixins.json could not be read. If this is a development environment you can ignore this message 
[Lithium] Mod 'supplementaries' attempted to override option 'mixin' with an invalid value, ignoring[Lithium] Mod 'supplementaries' attempted to override option 'mixins' with an invalid value, ignoring[Lithium] Mod 'supplementaries' attempted to override option 'block' with an invalid value, ignoring[14:58:22.185] [main/INFO] [LithiumConfig/]: Option 'mixin.experimental.entity.block_caching.suffocation' requires 'mixin.util.block_tracking=true' but found 'false'. Setting 'mixin.experimental.entity.block_caching.suffocation=false'. 
[14:58:22.186] [main/INFO] [LithiumConfig/]: Option 'mixin.experimental.entity.block_caching.block_support' requires 'mixin.util.block_tracking=true' but found 'false'. Setting 'mixin.experimental.entity.block_caching.block_support=false'. 
[14:58:22.186] [main/INFO] [LithiumConfig/]: Option 'mixin.experimental.entity.block_caching.block_touching' requires 'mixin.util.block_tracking=true' but found 'false'. Setting 'mixin.experimental.entity.block_caching.block_touching=false'. 
[14:58:22.186] [main/INFO] [LithiumConfig/]: Option 'mixin.experimental.entity.block_caching' requires 'mixin.util.block_tracking=true' but found 'false'. Setting 'mixin.experimental.entity.block_caching=false'. 
[14:58:22.189] [main/INFO] [Lithium/]: Loaded configuration file for Lithium: 148 options available, 4 override(s) found 
[14:58:22.203] [main/WARN] [mixin/]: Reference map 'aeronautics.refmap.json' for aeronautics.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.227] [main/WARN] [mixin/]: Reference map 'offroad.refmap.json' for offroad.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.241] [main/WARN] [mixin/]: Reference map 'ponder.refmap.json' for ponder-common.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.243] [main/WARN] [mixin/]: Reference map 'doubleslabs.refmap.json' for doubleslabs.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.265] [main/WARN] [mixin/]: Reference map 'globalpacks.refmap.json' for globalpacks.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.268] [main/WARN] [mixin/]: Reference map 'geckolib.refmap.json' for geckolib.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.274] [main/WARN] [mixin/]: Reference map 'xaeroworldmap.refmap.json' for xaeroworldmap.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.276] [main/WARN] [mixin/]: Reference map 'burnt-refmap.json' for burnt.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.276] [main/WARN] [mixin/]: Reference map 'burnt-refmap.json' for burnt.compat.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.284] [main/WARN] [mixin/]: Reference map 'simulated.refmap.json' for simulated.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.498] [main/WARN] [mixin/]: Reference map 'carryon.refmap.json' for carryon.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.528] [main/WARN] [mixin/]: Reference map 'vampiresdelight.refmap.json' for vampiresdelight.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.536] [main/WARN] [mixin/]: Reference map 'lionfishapi.refmap.json' for lionfishapi.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.537] [main/WARN] [mixin/]: Reference map 'cataclysm.refmap.json' for cataclysm.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.562] [main/WARN] [mixin/]: Reference map 'mca.refmap.json' for mca.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.563] [main/WARN] [mixin/]: Reference map 'mcacapitals.refmap.json' for mcacapitals.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.575] [main/WARN] [mixin/]: Reference map 'xaerolib.refmap.json' for xaerolib.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.593] [main/INFO] [mixin.AbstractSableMixinPlugin/]: Using Vanilla renderer mixins 
[14:58:22.595] [main/INFO] [mixin.AbstractSableMixinPlugin/]: Using Vanilla renderer mixins 
[14:58:22.608] [main/WARN] [mixin/]: Reference map 'createpropulsion.refmap.json' for createpropulsion.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.610] [main/WARN] [mixin/]: Reference map 'create_avionics.refmap.json' for create_avionics.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.685] [main/WARN] [mixin/]: Reference map 'drivebywire.refmap.json' for drivebywire.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.697] [main/WARN] [mixin/]: Reference map 'via_romana.refmap.json' for via_romana.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.699] [main/WARN] [mixin/]: Reference map 'immersive_furniture.refmap.json' for immersive_furniture.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.700] [main/WARN] [mixin/]: Reference map 'immersive_furniture.refmap.json' for immersive_furniture.neoforge.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.704] [main/WARN] [mixin/]: Reference map 'irons_spellbooks.refmap.json' for irons_spellbooks.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.757] [main/WARN] [mixin/]: Reference map '${refmap_target}refmap.json' for ferritecore.predicates.mixin.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.760] [main/WARN] [mixin/]: Reference map '${refmap_target}refmap.json' for ferritecore.fastmap.mixin.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.764] [main/WARN] [mixin/]: Reference map '${refmap_target}refmap.json' for ferritecore.mrl.mixin.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.768] [main/WARN] [mixin/]: Reference map '${refmap_target}refmap.json' for ferritecore.dedupmultipart.mixin.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.771] [main/WARN] [mixin/]: Reference map '${refmap_target}refmap.json' for ferritecore.blockstatecache.mixin.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.773] [main/WARN] [mixin/]: Reference map '${refmap_target}refmap.json' for ferritecore.dedupbakedquad.mixin.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.777] [main/WARN] [mixin/]: Reference map '${refmap_target}refmap.json' for ferritecore.threaddetec.mixin.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.780] [main/WARN] [mixin/]: Reference map '${refmap_target}refmap.json' for ferritecore.modelsides.mixin.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.783] [main/WARN] [mixin/]: Reference map '${refmap_target}refmap.json' for ferritecore.datacomponents.mixin.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.784] [main/WARN] [mixin/]: Reference map '${refmap_target}refmap.json' for ferritecore.accessors.mixin.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.786] [main/WARN] [mixin/]: Reference map 'yet_another_config_lib_v3.refmap.json' for yacl.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:22.811] [main/WARN] [mixin/]: Reference map '' for adapter.init.mixins.json could not be read. If this is a development environment you can ignore this message 
[14:58:24.109] [main/WARN] [mixin/]: Error loading class: fuzs/easyanvils/world/inventory/ModAnvilMenu (java.lang.ClassNotFoundException: fuzs.easyanvils.world.inventory.ModAnvilMenu) 
[14:58:24.109] [main/WARN] [mixin/]: @Mixin target fuzs.easyanvils.world.inventory.ModAnvilMenu was not found exposure-common.mixins.json:compat.easy_anvils.ModAnvilMenuMixin from mod exposure 
[14:58:24.835] [main/WARN] [mixin/]: Error loading class: xfacthd/framedblocks/common/blockentity/doubled/slab/FramedAdjustableDoubleBlockEntity (java.lang.ClassNotFoundException: xfacthd.framedblocks.common.blockentity.doubled.slab.FramedAdjustableDoubleBlockEntity) 
[14:58:24.835] [main/WARN] [mixin/]: @Mixin target xfacthd.framedblocks.common.blockentity.doubled.slab.FramedAdjustableDoubleBlockEntity was not found createbigcannons.mixins.json:compat.framedblocks.FramedAdjustableDoubleBlockEntityAccessor from mod createbigcannons 
[14:58:24.935] [main/INFO] [Lithium/]: Force-disabling mixin 'entity.collisions.unpushable_cramming.EntityMixin' as rule 'mixin.entity.collisions.unpushable_cramming' (added by mods [sable]) disables it and children 
[14:58:24.936] [main/INFO] [Lithium/]: Force-disabling mixin 'entity.collisions.unpushable_cramming.EntitySectionMixin' as rule 'mixin.entity.collisions.unpushable_cramming' (added by mods [sable]) disables it and children 
[14:58:24.937] [main/INFO] [Lithium/]: Force-disabling mixin 'entity.collisions.unpushable_cramming.EntitySelectorMixin' as rule 'mixin.entity.collisions.unpushable_cramming' (added by mods [sable]) disables it and children 
[14:58:24.937] [main/INFO] [Lithium/]: Force-disabling mixin 'entity.collisions.unpushable_cramming.LivingEntityMixin' as rule 'mixin.entity.collisions.unpushable_cramming' (added by mods [sable]) disables it and children 
[14:58:24.994] [main/INFO] [Lithium/]: Force-disabling mixin 'world.chunk_access.ChunkHolderMixin' as rule 'mixin.world.chunk_access' (added by mods [sable]) disables it and children 
[14:58:24.995] [main/INFO] [Lithium/]: Force-disabling mixin 'world.chunk_access.GenerationChunkHolderAccessor' as rule 'mixin.world.chunk_access' (added by mods [sable]) disables it and children 
[14:58:24.996] [main/INFO] [Lithium/]: Force-disabling mixin 'world.chunk_access.LevelMixin' as rule 'mixin.world.chunk_access' (added by mods [sable]) disables it and children 
[14:58:24.996] [main/INFO] [Lithium/]: Force-disabling mixin 'world.chunk_access.ServerChunkCacheMixin' as rule 'mixin.world.chunk_access' (added by mods [sable]) disables it and children 
[14:58:24.997] [main/INFO] [Lithium/]: Force-disabling mixin 'world.chunk_ticking.spread_ice.BiomeMixin' as rule 'mixin.world.chunk_ticking' (added by mods [sable]) disables it and children 
[14:58:25.002] [main/INFO] [Lithium/]: Force-disabling mixin 'world.tick_scheduler.LevelChunkTicksMixin' as rule 'mixin.world.tick_scheduler' (added by mods [sable]) disables it and children 
[14:58:25.346] [main/WARN] [mixin/]: Error loading class: com/teamabnormals/blueprint/common/levelgen/feature/BlueprintTreeFeature (java.lang.ClassNotFoundException: com.teamabnormals.blueprint.common.levelgen.feature.BlueprintTreeFeature) 
[14:58:25.346] [main/WARN] [mixin/]: @Mixin target com.teamabnormals.blueprint.common.levelgen.feature.BlueprintTreeFeature was not found treephysics.neoforge.mixins.json:compatibility.blueprint.BlueprintTreeFeatureMixin from mod treephysics 
[14:58:25.350] [main/WARN] [mixin/]: Error loading class: team/lodestar/lodestone/systems/worldgen/LodestoneBlockFiller (java.lang.ClassNotFoundException: team.lodestar.lodestone.systems.worldgen.LodestoneBlockFiller) 
[14:58:25.350] [main/WARN] [mixin/]: @Mixin target team.lodestar.lodestone.systems.worldgen.LodestoneBlockFiller was not found treephysics.neoforge.mixins.json:compatibility.malum.LodestoneBlockFillerLayerMixin from mod treephysics 
[14:58:25.353] [main/WARN] [mixin/]: Error loading class: com/sammy/malum/common/worldgen/tree/SoulwoodTreeFeature (java.lang.ClassNotFoundException: com.sammy.malum.common.worldgen.tree.SoulwoodTreeFeature) 
[14:58:25.353] [main/WARN] [mixin/]: @Mixin target com.sammy.malum.common.worldgen.tree.SoulwoodTreeFeature was not found treephysics.neoforge.mixins.json:compatibility.malum.SoulwoodTreeFeatureMixin from mod treephysics 
[14:58:25.355] [main/WARN] [mixin/]: Error loading class: com/ninni/spawn/server/level/feature/DateTreeFeature (java.lang.ClassNotFoundException: com.ninni.spawn.server.level.feature.DateTreeFeature) 
[14:58:25.355] [main/WARN] [mixin/]: @Mixin target com.ninni.spawn.server.level.feature.DateTreeFeature was not found treephysics.neoforge.mixins.json:compatibility.spawn.DateTreeFeatureMixin from mod treephysics 
[14:58:25.730] [main/WARN] [mixin/]: Error loading class: weather2/weathersystem/storm/TornadoHelper (java.lang.ClassNotFoundException: weather2.weathersystem.storm.TornadoHelper) 
[14:58:26.448] [main/WARN] [mixin/]: Error loading class: me/jellysquid/mods/lithium/common/ai/pathing/PathNodeDefaults (java.lang.ClassNotFoundException: me.jellysquid.mods.lithium.common.ai.pathing.PathNodeDefaults) 
[14:58:26.503] [main/WARN] [mixin/]: Error loading class: cjminecraft/doubleslabs/common/config/DSConfig$Common (java.lang.ClassNotFoundException: cjminecraft.doubleslabs.common.config.DSConfig$Common) 
[14:58:26.674] [main/WARN] [mixin/]: Error loading class: net/mehvahdjukaar/vista/common/view_finder/ViewFinderAccess$Block (java.lang.ClassNotFoundException: net.mehvahdjukaar.vista.common.view_finder.ViewFinderAccess$Block) 
[14:58:26.675] [main/WARN] [mixin/]: @Mixin target net.mehvahdjukaar.vista.common.view_finder.ViewFinderAccess$Block was not found sable.mixins.json:compatibility.vista.ViewFinderAccessMixin from mod sable 
[14:58:26.683] [main/ERROR] [common.asm.RuntimeDistCleaner/DISTXFORM]: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER 
[14:58:26.685] [main/WARN] [mixin/]: Error loading class: net/minecraft/client/multiplayer/ClientLevel (java.lang.RuntimeException: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER) 
[14:58:26.715] [main/ERROR] [common.asm.RuntimeDistCleaner/DISTXFORM]: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER 
[14:58:26.717] [main/WARN] [mixin/]: Error loading class: net/minecraft/client/multiplayer/ClientLevel (java.lang.RuntimeException: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER) 
[14:58:26.727] [main/ERROR] [common.asm.RuntimeDistCleaner/DISTXFORM]: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER 
[14:58:26.729] [main/WARN] [mixin/]: Error loading class: net/minecraft/client/multiplayer/ClientLevel (java.lang.RuntimeException: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER) 
[14:58:27.039] [main/WARN] [mixin/]: Error loading class: dev/qwxon/tracks/content/blocks/sable_track/SableTrackBlockEntity (java.lang.ClassNotFoundException: dev.qwxon.tracks.content.blocks.sable_track.SableTrackBlockEntity) 
[14:58:27.042] [main/WARN] [mixin/]: Error loading class: com/getitemfromblock/create_tweaked_controllers/block/TweakedLecternControllerBlock (java.lang.ClassNotFoundException: com.getitemfromblock.create_tweaked_controllers.block.TweakedLecternControllerBlock) 
[14:58:27.046] [main/WARN] [mixin/]: Error loading class: com/getitemfromblock/create_tweaked_controllers/block/TweakedLecternControllerBlockEntity (java.lang.ClassNotFoundException: com.getitemfromblock.create_tweaked_controllers.block.TweakedLecternControllerBlockEntity) 
[14:58:27.049] [main/WARN] [mixin/]: Error loading class: com/getitemfromblock/create_tweaked_controllers/item/TweakedLinkedControllerItem (java.lang.ClassNotFoundException: com.getitemfromblock.create_tweaked_controllers.item.TweakedLinkedControllerItem) 
[14:58:27.052] [main/WARN] [mixin/]: Error loading class: com/getitemfromblock/create_tweaked_controllers/packet/TweakedLinkedControllerAxisPacket (java.lang.ClassNotFoundException: com.getitemfromblock.create_tweaked_controllers.packet.TweakedLinkedControllerAxisPacket) 
[14:58:27.055] [main/WARN] [mixin/]: Error loading class: com/getitemfromblock/create_tweaked_controllers/packet/TweakedLinkedControllerButtonPacket (java.lang.ClassNotFoundException: com.getitemfromblock.create_tweaked_controllers.packet.TweakedLinkedControllerButtonPacket) 
[14:58:27.060] [main/WARN] [mixin/]: Error loading class: com/getitemfromblock/create_tweaked_controllers/packet/TweakedLinkedControllerStopLecternPacket (java.lang.ClassNotFoundException: com.getitemfromblock.create_tweaked_controllers.packet.TweakedLinkedControllerStopLecternPacket) 
[14:58:27.991] [main/WARN] [mixin/]: Error loading class: org/jetbrains/annotations/ApiStatus$ScheduledForRemoval (java.lang.ClassNotFoundException: org.jetbrains.annotations.ApiStatus$ScheduledForRemoval) 
[14:58:28.007] [main/ERROR] [common.asm.RuntimeDistCleaner/DISTXFORM]: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER 
[14:58:28.010] [main/WARN] [mixin/]: Error loading class: net/minecraft/client/multiplayer/ClientLevel (java.lang.RuntimeException: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER) 
[14:58:28.016] [main/ERROR] [common.asm.RuntimeDistCleaner/DISTXFORM]: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER 
[14:58:28.017] [main/WARN] [mixin/]: Error loading class: net/minecraft/client/multiplayer/ClientLevel (java.lang.RuntimeException: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER) 
[14:58:28.037] [main/ERROR] [common.asm.RuntimeDistCleaner/DISTXFORM]: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER 
[14:58:28.038] [main/WARN] [mixin/]: Error loading class: net/minecraft/client/multiplayer/ClientLevel (java.lang.RuntimeException: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER) 
[14:58:28.043] [main/ERROR] [common.asm.RuntimeDistCleaner/DISTXFORM]: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER 
[14:58:28.044] [main/WARN] [mixin/]: Error loading class: net/minecraft/client/multiplayer/ClientLevel (java.lang.RuntimeException: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER) 
[14:58:28.063] [main/ERROR] [common.asm.RuntimeDistCleaner/DISTXFORM]: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER 
[14:58:28.065] [main/WARN] [mixin/]: Error loading class: net/minecraft/client/multiplayer/ClientLevel (java.lang.RuntimeException: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER) 
[14:58:28.070] [main/ERROR] [common.asm.RuntimeDistCleaner/DISTXFORM]: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER 
[14:58:28.075] [main/WARN] [mixin/]: Error loading class: net/minecraft/client/multiplayer/ClientLevel (java.lang.RuntimeException: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER) 
[14:58:28.151] [main/ERROR] [common.asm.RuntimeDistCleaner/DISTXFORM]: Attempted to load class net/minecraft/client/gui/screens/MenuScreens$ScreenConstructor for invalid dist DEDICATED_SERVER 
[14:58:28.153] [main/WARN] [mixin/]: Error loading class: net/minecraft/client/gui/screens/MenuScreens$ScreenConstructor (java.lang.RuntimeException: Attempted to load class net/minecraft/client/gui/screens/MenuScreens$ScreenConstructor for invalid dist DEDICATED_SERVER) 
[14:58:28] [main/INFO] [MixinExtras|Service/]: Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.5.3).
[14:58:29] [main/WARN] [mixin/]: Static binding violation: PRIVATE @Overwrite method decoratedId in modernfix-modernfix.mixins.json:perf.tag_id_caching.TagOrElementLocationMixin from mod modernfix cannot reduce visibiliy of PUBLIC target method, visibility will be upgraded.
[14:58:31] [main/INFO] [minecraft/Bootstrap]: ModernFix reached bootstrap stage (46.94 s after launch)
[14:58:31] [main/INFO] [configurable-loader/]: Loading Generated Config Loaders...
[14:58:31] [main/INFO] [configurable-loader/]: Loaded 'neruina'
[14:58:36] [main/ERROR] [ne.ne.fm.co.as.RuntimeDistCleaner/DISTXFORM]: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER
[14:58:36] [main/WARN] [mixin/]: Error loading class: net/minecraft/client/multiplayer/ClientLevel (java.lang.RuntimeException: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER)
[14:58:36] [main/ERROR] [ne.ne.fm.co.as.RuntimeDistCleaner/DISTXFORM]: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER
[14:58:36] [main/WARN] [mixin/]: Error loading class: net/minecraft/client/multiplayer/ClientLevel (java.lang.RuntimeException: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER)
[14:58:37] [main/ERROR] [ne.ne.fm.co.as.RuntimeDistCleaner/DISTXFORM]: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER
[14:58:37] [main/WARN] [mixin/]: Error loading class: net/minecraft/client/multiplayer/ClientLevel (java.lang.RuntimeException: Attempted to load class net/minecraft/client/multiplayer/ClientLevel for invalid dist DEDICATED_SERVER)
[14:58:41] [main/WARN] [mixin/]: Static binding violation: PRIVATE @Overwrite method getTemperature in modernfix-modernfix.mixins.json:perf.remove_biome_temperature_cache.BiomeMixin from mod modernfix cannot reduce visibiliy of PUBLIC target method, visibility will be upgraded.
[14:58:41] [main/WARN] [mixin/]: Method overwrite conflict for getTemperature in lithium.mixins.json:world.temperature_cache.BiomeMixin from mod lithium, previously written by org.embeddedt.modernfix.common.mixin.perf.remove_biome_temperature_cache.BiomeMixin. Skipping method.
[14:58:41] [main/WARN] [mixin/]: Method overwrite conflict for setChanged in irons_spellbooks.mixins.json:LecternBlockEntityMixin from mod irons_spellbooks, previously written by net.mehvahdjukaar.amendments.mixins.LecternBlockEntityMixin. Skipping method.
[14:58:41] [main/WARN] [mixin/]: Method overwrite conflict for getUpdatePacket in irons_spellbooks.mixins.json:LecternBlockEntityMixin from mod irons_spellbooks, previously written by net.mehvahdjukaar.amendments.mixins.LecternBlockEntityUpdateMixin. Skipping method.
[14:58:41] [main/WARN] [mixin/]: Method overwrite conflict for getUpdateTag in irons_spellbooks.mixins.json:LecternBlockEntityMixin from mod irons_spellbooks, previously written by net.mehvahdjukaar.amendments.mixins.LecternBlockEntityUpdateMixin. Skipping method.
[14:58:53] [main/INFO] [minecraft/Bootstrap]: Vanilla bootstrap took 22192 milliseconds
[14:58:55] [modloading-worker-0/INFO] [Veil/]: Veil is initializing.
[14:58:55] [modloading-worker-0/INFO] [hordes/]: Trying to load common config
[14:58:55] [modloading-worker-0/INFO] [Create Deco/]: Registering items for Create Deco
[14:58:55] [modloading-worker-0/INFO] [ne.ne.ne.co.NeoForgeMod/NEOFORGE-MOD]: NeoForge mod loading, version 21.1.233, for MC 1.21.1
[14:58:55] [modloading-worker-0/INFO] [hordes/]: Trying to load client config
[14:58:55] [modloading-worker-0/INFO] [hordes/]: Hordes data does not exist, generating new files.
[14:58:55] [modloading-worker-0/INFO] [hordes/]: Copied file config_defaults/hordes-info.json
[14:58:55] [modloading-worker-0/INFO] [hordes/]: Copied file config_defaults/pack.mcmeta
[14:58:55] [modloading-worker-0/INFO] [hordes/]: Copied file config_defaults/data/hordes/tags/worldgen/biome/husk_player_spawn_biomes.json
[14:58:56] [modloading-worker-0/INFO] [hordes/]: Copied file config_defaults/data/hordes/tags/item/infection_cures.json
[14:58:56] [modloading-worker-0/INFO] [hordes/]: Copied file config_defaults/data/hordes/infection/wearables_protection.json
[14:58:56] [modloading-worker-0/INFO] [hordes/]: Copied file config_defaults/data/hordes/infection/infection_entities.json
[14:58:56] [modloading-worker-0/INFO] [hordes/]: Copied file config_defaults/data/hordes/infection/infection_conversions.json
[14:58:56] [modloading-worker-0/INFO] [hordes/]: Copied file config_defaults/data/hordes/infection/immunity_items.json
[14:58:56] [modloading-worker-0/INFO] [hordes/]: Copied file config_defaults/data/hordes/horde_data/tables/skeletons.json
[14:58:56] [modloading-worker-0/INFO] [hordes/]: Copied file config_defaults/data/hordes/horde_data/tables/mixed_mobs.json
[14:58:56] [modloading-worker-0/INFO] [hordes/]: Copied file config_defaults/data/hordes/horde_data/tables/illagers.json
[14:58:56] [modloading-worker-0/INFO] [hordes/]: Copied file config_defaults/data/hordes/horde_data/tables/drowned.json
[14:58:56] [modloading-worker-0/INFO] [hordes/]: Copied file config_defaults/data/hordes/horde_data/tables/default.json
[14:58:56] [modloading-worker-0/INFO] [hordes/]: Copied file config_defaults/data/hordes/horde_data/scripts/default.json
[14:58:56] [modloading-worker-0/INFO] [hordes/]: Generated data files.
[14:58:56] [modloading-worker-0/INFO] [Create Deco/]: Registering blocks for Create Deco
[14:58:56] [modloading-worker-0/INFO] [Create Deco/]: Populating connected texture maps...
[14:58:57] [modloading-worker-0/INFO] [Moonlight/]: Sending changed configs to client
[14:58:57] [modloading-worker-0/INFO] [Moonlight/]: Sending changed configs to client
[14:58:57] [modloading-worker-0/WARN] [mixin/]: Static binding violation: PRIVATE @Overwrite method elementOrTag in modernfix-modernfix.mixins.json:perf.tag_id_caching.TagEntryMixin from mod modernfix cannot reduce visibiliy of PUBLIC target method, visibility will be upgraded.
[14:58:58] [modloading-worker-0/INFO] [Puzzles Lib/]: Constructing components for enchantinginfuser:common
[14:58:59] [modloading-worker-0/WARN] [minecraft/VanillaPackResourcesBuilder]: Assets URL 'union:/C:/Users/Windows/Documents/Codex/2026-07-10/goa/tmp/vvh-server-work-final4-20260808/server/libraries/net/minecraft/server/1.21.1-20240808.144430/server-1.21.1-20240808.144430-srg.jar%23252!/assets/.mcassetsroot' uses unexpected schema
